rule_order,rule_description,target_schema,target_table,target_column,map_type,map_order,source_schema,source_table,source_value
8,omop.location to saftinet.location,saftinet,location,x_zip_deidentified,VALUE,10,,,location.x_zip_deidentified
8,omop.location to saftinet.location,saftinet,location,x_location_type,VALUE,11,,,location.x_location_type
8,omop.location to saftinet.location,saftinet,location,x_data_source_type,VALUE,12,,,location.x_data_source_type
8,omop.location to saftinet.location,saftinet,location,x_grid_node_id,VALUE,13,,,?
9,omop.organization to saftinet.organization,saftinet,organization,organization_id,PRIMARY,1,omop,organization,organization.organization_id
9,omop.organization to saftinet.organization,saftinet,organization,organization_id,VALUE,2,,,organization.organization_id
9,omop.organization to saftinet.organization,saftinet,organization,place_of_service_concept_id,VALUE,3,,,organization.place_of_service_concept_id
9,omop.organization to saftinet.organization,saftinet,organization,location_id,VALUE,4,,,organization.location_id
9,omop.organization to saftinet.organization,saftinet,organization,organization_source_value,VALUE,5,,,organization.organization_source_value
9,omop.organization to saftinet.organization,saftinet,organization,place_of_service_source_value,VALUE,6,,,organization.place_of_service_source_value
9,omop.organization to saftinet.organization,saftinet,organization,x_data_source_type,VALUE,7,,,organization.x_data_source_type
9,omop.organization to saftinet.organization,saftinet,organization,x_grid_node_id,VALUE,8,,,?
10,omop.care_site to saftinet.care_site,saftinet,care_site,care_site_id,PRIMARY,1,omop,care_site,care_site.care_site_id
10,omop.care_site to saftinet.care_site,saftinet,care_site,care_site_id,VALUE,2,,,care_site.care_site_id
10,omop.care_site to saftinet.care_site,saftinet,care_site,location_id,VALUE,3,,,care_site.location_id
10,omop.care_site to saftinet.care_site,saftinet,care_site,organization_id,VALUE,4,,,care_site.organization_id
10,omop.care_site to saftinet.care_site,saftinet,care_site,place_of_service_concept_id,VALUE,5,,,care_site.place_of_service_concept_id
10,omop.care_site to saftinet.care_site,saftinet,care_site,care_site_source_value,VALUE,6,,,care_site.care_site_source_value
10,omop.care_site to saftinet.care_site,saftinet,care_site,place_of_service_source_value,VALUE,7,,,care_site.place_of_service_source_value
10,omop.care_site to saftinet.care_site,saftinet,care_site,x_data_source_type,VALUE,8,,,care_site.x_data_source_type
10,omop.care_site to saftinet.care_site,saftinet,care_site,x_care_site_name,VALUE,9,,,care_site.x_care_site_name
10,omop.care_site to saftinet.care_site,saftinet,care_site,x_grid_node_id,VALUE,10,,,?
11,omop.provider to saftinet.provider,saftinet,provider,provider_id,PRIMARY,1,omop,provider,provider.provider_id
11,omop.provider to saftinet.provider,saftinet,provider,provider_id,VALUE,2,,,provider.provider_id
11,omop.provider to saftinet.provider,saftinet,provider,npi,VALUE,3,,,provider.npi
11,omop.provider to saftinet.provider,saftinet,provider,dea,VALUE,4,,,provider.dea
11,omop.provider to saftinet.provider,saftinet,provider,specialty_concept_id,VALUE,5,,,provider.specialty_concept_id
11,omop.provider to saftinet.provider,saftinet,provider,care_site_id,VALUE,6,,,provider.care_site_id
11,omop.provider to saftinet.provider,saftinet,provider,provider_source_value,VALUE,7,,,provider.provider_source_value
11,omop.provider to saftinet.provider,saftinet,provider,specialty_source_value,VALUE,8,,,provider.specialty_source_value
11,omop.provider to saftinet.provider,saftinet,provider,x_data_source_type,VALUE,9,,,provider.x_data_source_type
11,omop.provider to saftinet.provider,saftinet,provider,x_provider_first,VALUE,10,,,provider.x_provider_first
11,omop.provider to saftinet.provider,saftinet,provider,x_provider_middle,VALUE,11,,,provider.x_provider_middle
11,omop.provider to saftinet.provider,saftinet,provider,x_provider_last,VALUE,12,,,provider.x_provider_last
11,omop.provider to saftinet.provider,saftinet,provider,x_organization_id,VALUE,13,,,provider.x_organization_id
11,omop.provider to saftinet.provider,saftinet,provider,x_grid_node_id,VALUE,14,,,?
12,omop.person to saftinet.person,saftinet,person,person_id,PRIMARY,1,omop,person,person.person_id
12,omop.person to saftinet.person,saftinet,person,person_id,VALUE,2,,,person.person_id
12,omop.person to saftinet.person,saftinet,person,gender_concept_id,VALUE,3,,,person.gender_concept_id
12,omop.person to saftinet.person,saftinet,person,year_of_birth,VALUE,4,,,person.year_of_birth
12,omop.person to saftinet.person,saftinet,person,month_of_birth,VALUE,5,,,person.month_of_birth
12,omop.person to saftinet.person,saftinet,person,day_of_birth,VALUE,6,,,person.day_of_birth
12,omop.person to saftinet.person,saftinet,person,race_concept_id,VALUE,7,,,person.race_concept_id
12,omop.person to saftinet.person,saftinet,person,ethnicity_concept_id,VALUE,8,,,person.ethnicity_concept_id
12,omop.person to saftinet.person,saftinet,person,location_id,VALUE,9,,,person.location_id
12,omop.person to saftinet.person,saftinet,person,provider_id,VALUE,10,,,person.provider_id
12,omop.person to saftinet.person,saftinet,person,care_site_id,VALUE,11,,,person.care_site_id
12,omop.person to saftinet.person,saftinet,person,person_source_value,VALUE,12,,,person.person_source_value
12,omop.person to saftinet.person,saftinet,person,gender_source_value,VALUE,13,,,person.gender_source_value
12,omop.person to saftinet.person,saftinet,person,race_source_value,VALUE,14,,,person.race_source_value
12,omop.person to saftinet.person,saftinet,person,ethnicity_source_value,VALUE,15,,,person.ethnicity_source_value
12,omop.person to saftinet.person,saftinet,person,x_organization_id,VALUE,16,,,person.x_organization_id
12,omop.person to saftinet.person,saftinet,person,x_grid_node_id,VALUE,17,,,?
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,visit_occurrence_id,PRIMARY,1,omop,visit_occurrence,visit_occurrence.visit_occurrence_id
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,visit_occurrence_id,VALUE,2,,,visit_occurrence.visit_occurrence_id
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,person_id,VALUE,3,,,visit_occurrence.person_id
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,visit_start_date,VALUE,4,,,visit_occurrence.visit_start_date
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,visit_end_date,VALUE,5,,,visit_occurrence.visit_end_date
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,place_of_service_concept_id,VALUE,6,,,visit_occurrence.place_of_service_concept_id
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,care_site_id,VALUE,7,,,visit_occurrence.care_site_id
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,place_of_service_source_value,VALUE,8,,,visit_occurrence.place_of_service_source_value
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,x_visit_occurrence_source_identifier,VALUE,9,,,visit_occurrence.x_visit_occurrence_source_identifier
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,x_data_source_type,VALUE,10,,,visit_occurrence.x_data_source_type
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,x_provider_id,VALUE,11,,,visit_occurrence.x_provider_id
13,omop.visit_occurrence to saftinet.visit_occurrence,saftinet,visit_occurrence,x_grid_node_id,VALUE,12,,,?
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,condition_occurrence_id,PRIMARY,1,omop,condition_occurrence,condition_occurrence.condition_occurrence_id
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,condition_occurrence_id,VALUE,2,,,condition_occurrence.condition_occurrence_id
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,person_id,VALUE,3,,,condition_occurrence.person_id
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,condition_concept_id,VALUE,4,,,condition_occurrence.condition_concept_id
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,condition_start_date,VALUE,5,,,condition_occurrence.condition_start_date
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,condition_end_date,VALUE,6,,,condition_occurrence.condition_end_date
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,condition_type_concept_id,VALUE,7,,,condition_occurrence.condition_type_concept_id
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,stop_reason,VALUE,8,,,condition_occurrence.stop_reason
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,associated_provider_id,VALUE,9,,,condition_occurrence.associated_provider_id
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,visit_occurrence_id,VALUE,10,,,condition_occurrence.visit_occurrence_id
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,condition_source_value,VALUE,11,,,condition_occurrence.condition_source_value
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,x_data_source_type,VALUE,12,,,condition_occurrence.x_data_source_type
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,x_condition_source_desc,VALUE,13,,,condition_occurrence.x_condition_source_desc
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,x_condition_update_date,VALUE,14,,,condition_occurrence.x_condition_update_date
14,omop.condition_occurrence to saftinet.condition_occurrence,saftinet,condition_occurrence,x_grid_node_id,VALUE,15,,,?
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,drug_exposure_id,PRIMARY,1,omop,drug_exposure,drug_exposure.drug_exposure_id
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,drug_exposure_id,VALUE,2,,,drug_exposure.drug_exposure_id
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,person_id,VALUE,3,,,drug_exposure.person_id
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,drug_concept_id,VALUE,4,,,drug_exposure.drug_concept_id
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,drug_exposure_start_date,VALUE,5,,,drug_exposure.drug_exposure_start_date
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,drug_exposure_end_date,VALUE,6,,,drug_exposure.drug_exposure_end_date
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,drug_type_concept_id,VALUE,7,,,drug_exposure.drug_type_concept_id
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,stop_reason,VALUE,8,,,drug_exposure.stop_reason
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,refills,VALUE,9,,,drug_exposure.refills
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,quantity,VALUE,10,,,drug_exposure.quantity
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,days_supply,VALUE,11,,,drug_exposure.days_supply
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,sig,VALUE,12,,,drug_exposure.sig
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,prescribing_provider_id,VALUE,13,,,drug_exposure.prescribing_provider_id
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,visit_occurrence_id,VALUE,14,,,drug_exposure.visit_occurrence_id
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,relevant_condition_concept_id,VALUE,15,,,drug_exposure.relevant_condition_concept_id
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,drug_source_value,VALUE,16,,,drug_exposure.drug_source_value
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,x_data_source_type,VALUE,17,,,drug_exposure.x_data_source_type
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,x_drug_name,VALUE,18,,,drug_exposure.x_drug_name
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,x_drug_strength,VALUE,19,,,drug_exposure.x_drug_strength
15,omop.drug_exposure to saftinet.drug_exposure,saftinet,drug_exposure,x_grid_node_id,VALUE,20,,,?
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,drug_cost_id,PRIMARY,1,omop,drug_cost,drug_cost.drug_cost_id
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,drug_cost_id,VALUE,2,,,drug_cost.drug_cost_id
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,x_data_source_type,VALUE,3,,,drug_cost.x_data_source_type
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,drug_exposure_id,VALUE,4,,,drug_cost.drug_exposure_id
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,paid_copay,VALUE,5,,,drug_cost.paid_copay
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,paid_coinsurance,VALUE,6,,,drug_cost.paid_coinsurance
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,paid_toward_deductible,VALUE,7,,,drug_cost.paid_toward_deductible
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,paid_by_payer,VALUE,8,,,drug_cost.paid_by_payer
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,paid_by_coordination_benefits,VALUE,9,,,drug_cost.paid_by_coordination_benefits
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,total_out_of_pocket,VALUE,10,,,drug_cost.total_out_of_pocket
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,total_paid,VALUE,11,,,drug_cost.total_paid
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,ingredient_cost,VALUE,12,,,drug_cost.ingredient_cost
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,dispensing_fee,VALUE,13,,,drug_cost.dispensing_fee
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,average_wholesale_price,VALUE,14,,,drug_cost.average_wholesale_price
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,payer_plan_period_id,VALUE,15,,,drug_cost.payer_plan_period_id
16,omop.drug_cost to saftinet.drug_cost,saftinet,drug_cost,x_grid_node_id,VALUE,16,,,?
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,procedure_occurrence_id,PRIMARY,1,omop,procedure_occurrence,procedure_occurrence.procedure_occurrence_id
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,procedure_occurrence_id,VALUE,2,,,procedure_occurrence.procedure_occurrence_id
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,person_id,VALUE,3,,,procedure_occurrence.person_id
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,procedure_concept_id,VALUE,4,,,procedure_occurrence.procedure_concept_id
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,procedure_date,VALUE,5,,,procedure_occurrence.procedure_date
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,procedure_type_concept_id,VALUE,6,,,procedure_occurrence.procedure_type_concept_id
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,associated_provider_id,VALUE,7,,,procedure_occurrence.associated_provider_id
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,visit_occurrence_id,VALUE,8,,,procedure_occurrence.visit_occurrence_id
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,relevant_condition_concept_id,VALUE,9,,,procedure_occurrence.relevant_condition_concept_id
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,procedure_source_value,VALUE,10,,,procedure_occurrence.procedure_source_value
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,x_data_source_type,VALUE,11,,,procedure_occurrence.x_data_source_type
17,omop.procedure_occurrence to saftinet.procedure_occurrence,saftinet,procedure_occurrence,x_grid_node_id,VALUE,12,,,?
18,omop.observation to saftinet.observation,saftinet,observation,observation_id,PRIMARY,1,omop,observation,observation.observation_id
18,omop.observation to saftinet.observation,saftinet,observation,observation_id,VALUE,2,,,observation.observation_id
18,omop.observation to saftinet.observation,saftinet,observation,person_id,VALUE,3,,,observation.person_id
18,omop.observation to saftinet.observation,saftinet,observation,observation_concept_id,VALUE,4,,,observation.observation_concept_id
18,omop.observation to saftinet.observation,saftinet,observation,observation_date,VALUE,5,,,observation.observation_date
18,omop.observation to saftinet.observation,saftinet,observation,observation_time,VALUE,6,,,observation.observation_time
18,omop.observation to saftinet.observation,saftinet,observation,value_as_number,VALUE,7,,,observation.value_as_number
18,omop.observation to saftinet.observation,saftinet,observation,value_as_string,VALUE,8,,,observation.value_as_string
18,omop.observation to saftinet.observation,saftinet,observation,value_as_concept_id,VALUE,9,,,observation.value_as_concept_id
18,omop.observation to saftinet.observation,saftinet,observation,unit_concept_id,VALUE,10,,,observation.unit_concept_id
18,omop.observation to saftinet.observation,saftinet,observation,range_low,VALUE,11,,,observation.range_low
18,omop.observation to saftinet.observation,saftinet,observation,range_high,VALUE,12,,,observation.range_high
18,omop.observation to saftinet.observation,saftinet,observation,observation_type_concept_id,VALUE,13,,,observation.observation_type_concept_id
18,omop.observation to saftinet.observation,saftinet,observation,associated_provider_id,VALUE,14,,,observation.associated_provider_id
18,omop.observation to saftinet.observation,saftinet,observation,visit_occurrence_id,VALUE,15,,,observation.visit_occurrence_id
18,omop.observation to saftinet.observation,saftinet,observation,relevant_condition_concept_id,VALUE,16,,,observation.relevant_condition_concept_id
18,omop.observation to saftinet.observation,saftinet,observation,observation_source_value,VALUE,17,,,"substring(observation.observation_source_value, 1, 20)"
18,omop.observation to saftinet.observation,saftinet,observation,unit_source_value,VALUE,18,,,observation.unit_source_value
18,omop.observation to saftinet.observation,saftinet,observation,x_data_source_type,VALUE,19,,,observation.x_data_source_type
18,omop.observation to saftinet.observation,saftinet,observation,x_obs_comment,VALUE,20,,,observation.x_obs_comment
18,omop.observation to saftinet.observation,saftinet,observation,x_grid_node_id,VALUE,21,,,?
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,payer_plan_period_id,PRIMARY,1,omop,payer_plan_period,payer_plan_period.payer_plan_period_id
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,payer_plan_period_id,VALUE,2,,,payer_plan_period.payer_plan_period_id
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,x_data_source_type,VALUE,3,,,payer_plan_period.x_data_source_type
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,person_id,VALUE,4,,,payer_plan_period.person_id
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,payer_plan_period_start_date,VALUE,5,,,payer_plan_period.payer_plan_period_start_date
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,payer_plan_period_end_date,VALUE,6,,,payer_plan_period.payer_plan_period_end_date
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,payer_source_value,VALUE,7,,,payer_plan_period.payer_source_value
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,plan_source_value,VALUE,8,,,payer_plan_period.plan_source_value
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,family_source_value,VALUE,9,,,payer_plan_period.family_source_value
19,omop.payer_plan_period to saftinet.payer_plan_period,saftinet,payer_plan_period,x_grid_node_id,VALUE,10,,,?
20,omop.death to saftinet.death,saftinet,death,person_id,PRIMARY,1,omop,death,death.person_id
20,omop.death to saftinet.death,saftinet,death,person_id,VALUE,2,,,death.person_id
20,omop.death to saftinet.death,saftinet,death,x_data_source_type,VALUE,3,,,death.x_data_source_type
20,omop.death to saftinet.death,saftinet,death,death_date,VALUE,4,,,death.death_date
20,omop.death to saftinet.death,saftinet,death,death_type_concept_id,VALUE,5,,,death.death_type_concept_id
20,omop.death to saftinet.death,saftinet,death,cause_of_death_concept_id,VALUE,6,,,death.cause_of_death_concept_id
20,omop.death to saftinet.death,saftinet,death,cause_of_death_source_value,VALUE,7,,,death.cause_of_death_source_value
20,omop.death to saftinet.death,saftinet,death,x_grid_node_id,VALUE,8,,,?
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,procedure_cost_id,PRIMARY,1,omop,procedure_cost,procedure_cost.procedure_cost_id
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,procedure_cost_id,VALUE,2,,,procedure_cost.procedure_cost_id
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,procedure_occurrence_id,VALUE,3,,,procedure_cost.procedure_occurrence_id
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,x_data_source_type,VALUE,4,,,procedure_cost.x_data_source_type
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,paid_copay,VALUE,5,,,procedure_cost.paid_copay
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,paid_coinsurance,VALUE,6,,,procedure_cost.paid_coinsurance
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,paid_toward_deductible,VALUE,7,,,procedure_cost.paid_toward_deductible
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,paid_by_payer,VALUE,8,,,procedure_cost.paid_by_payer
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,paid_by_coordination_benefits,VALUE,9,,,procedure_cost.paid_by_coordination_benefits
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,total_out_of_pocket,VALUE,10,,,procedure_cost.total_out_of_pocket
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,total_paid,VALUE,11,,,procedure_cost.total_paid
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,disease_class_concept_id,VALUE,12,,,procedure_cost.disease_class_concept_id
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,revenue_code_concept_id,VALUE,13,,,procedure_cost.revenue_code_concept_id
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,payer_plan_period_id,VALUE,14,,,procedure_cost.payer_plan_period_id
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,disease_class_source_value,VALUE,15,,,procedure_cost.disease_class_source_value
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,revenue_code_source_value,VALUE,16,,,procedure_cost.revenue_code_source_value
21,omop.procedure_cost to saftinet.procedure_cost,saftinet,procedure_cost,x_grid_node_id,VALUE,17,,,?
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,oscar_result_id,PRIMARY,1,omop,oscar_result,oscar_result.oscar_result_id
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,,WHERE,2,,,oscar_result.x_data_source_id = -1 and oscar_result.x_dnp != 'Y'
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,oscar_result_id,VALUE,3,,,oscar_result.oscar_result_id
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,x_source_schema_name,VALUE,4,,,oscar_result.x_source_schema_name
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,source_table_name,VALUE,5,,,oscar_result.source_table_name
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_name,VALUE,6,,,oscar_result.variable_name
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_type,VALUE,7,,,oscar_result.variable_type
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,summary_level,VALUE,8,,,oscar_result.summary_level
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,variable_value,VALUE,9,,,oscar_result.variable_value
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,x_statistic_name,VALUE,10,,,oscar_result.x_statistic_name
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,statistic_type,VALUE,11,,,oscar_result.statistic_type
22,omop.oscar_result to saftinet.oscar_result,saftinet,oscar_result,statistic_value,VALUE,12,,,oscar_result.statistic_value
